especie,cat_ameaca_br_old,cat_ameaca_cncflora_old,cat_ameaca_sp_old,cat_ameaca_sp,cat_ameaca_CR_lac,cat_ameaca_br,cat_ameaca_cncfloraweb
Schefflera glaziovii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Schefflera sprucei,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Schefflera succinea,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Schinopsis balansae,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Schinopsis brasiliensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,LC|DD
Schinus spinosa ,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Schizachyrium scabriflorum,EN,s.i.,EX,EX,s.i.,EN,EN
Schizachyrium tenerum,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Schizocalyx cuspidatus,s.i.,LC,VU,VU,s.i.,s.i.,LC
Schlechtendalia luzulifolia,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Schlumbergera kautskyi,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Schlumbergera lutea,s.i.,NA,VU,s.i.,s.i.,s.i.,s.i.
Schlumbergera lutea subsp. bradei,s.i.,s.i.,s.i.,VU,s.i.,s.i.,s.i.
Schlumbergera microsphaerica,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Schlumbergera opuntioides,VU,s.i.,VU,VU,s.i.,VU,VU
Schlumbergera rosea,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Schnella grazielae,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Schnella microstachya,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Schnella smilacina,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Schultesia aptera,s.i.,LC,CR,CR,s.i.,s.i.,LC
Schwenckia curviflora,EN,s.i.,EN,EN,s.i.,EN,EN
Schwenckia grandiflora,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Schwenckia lateriflora,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Schwenckia nova-veneciana,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Sciadotenia acutifolia,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Sciaphila schwackeana,s.i.,NT,EN,EN,s.i.,s.i.,NT
Scleria balansae,VU,s.i.,VU,VU,s.i.,VU,VU
Scutia arenicola,EN,s.i.,EN,EN,s.i.,EN,EN
Scuticaria irwiniana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Scuticaria itirapinensis,CR,s.i.,CR,CR,s.i.,CR,CR
Scuticaria kautskyi,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Scuticaria strictifolia,EN,s.i.,EX,EX,s.i.,EN,EN
Selaginella mendoncae,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Selenipedium isabelianum,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Sellocharis paradoxa,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Senaea coerulea,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Senaea janeirensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Senecio adamantinus,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Senecio almasensis,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Senecio caparaoensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Senecio crassiflorus,s.i.,NT,s.i.,s.i.,s.i.,s.i.,NT
Senecio gertii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Senecio graciellae,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Senecio grandis,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Senecio hatschbachii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Senecio heteroschizus,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Senecio langei,VU,s.i.,EX,EX,s.i.,VU,VU
Senecio promatensis,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Senecio ramboanus,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Senecio riograndensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Senegalia parviceps,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Senna angulata,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Senna paradictyon,s.i.,LC,EX,EX,s.i.,s.i.,LC
Serjania divaricocca,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Serjania hatschbachii,CR,s.i.,EX,EX,s.i.,CR,CR
Setaria parviflora,s.i.,NA,EX,s.i.,s.i.,s.i.,s.i.
Setaria parviflora var. pilosissima,s.i.,s.i.,s.i.,EX,s.i.,CR,CR
Setaria stolonifera,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Setaria tenacissima,s.i.,LC,CR,CR,s.i.,s.i.,LC
Sida acrantha,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Siderasis fuscata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Simaba glabra,VU,s.i.,s.i.,EX,s.i.,VU,VU
Simaba insignis,EN,s.i.,s.i.,EN,s.i.,EN,EN
Simaba salubris,CR,s.i.,s.i.,EX,s.i.,CR,CR
Simaba suaveolens,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Simaba warmingiana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Simira grazielae,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Simira hatschbachiorum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Simira rubra,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Sinningia aghensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Sinningia araneosa,VU,s.i.,VU,VU,s.i.,VU,VU
Sinningia canescens,s.i.,NT,VU,VU,s.i.,s.i.,NT
Sinningia carangolensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Sinningia cardinalis,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Sinningia cochlearis,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Sinningia conspicua,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Sinningia defoliata,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Sinningia glazioviana,CR,s.i.,CR,CR,s.i.,CR,CR
Sinningia guttata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Sinningia harleyi,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Sinningia hatschbachii,EN,s.i.,EN,EN,s.i.,EN,EN
Sinningia hirsuta,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Sinningia iarae,EN,s.i.,EN,EN,s.i.,EN,EN
Sinningia insularis,EN,s.i.,EN,EN,s.i.,EN,EN
Sinningia kautskyi,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Sinningia lindleyi,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Sinningia lineata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Sinningia magnifica,s.i.,LC,VU,VU,s.i.,s.i.,LC
Sinningia micans,EN,s.i.,EN,EN,s.i.,EN,EN
Sinningia piresiana,EN,s.i.,EN,EN,s.i.,EN,EN
Sinningia rupicola,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Sinningia striata,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Sinningia tuberosa,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Sinningia valsuganensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Sinningia villosa,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Sinningia warmingii,s.i.,LC,VU,VU,s.i.,s.i.,LC
Siphanthera cordata,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Siphanthera dawsonii,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Siphocampylus lycioides,s.i.,NT,EN,EN,s.i.,s.i.,NT
Siphoneugena kuhlmannii,VU,s.i.,VU,VU,s.i.,VU,VU
Siphoneugena reitzii,s.i.,LC,VU,VU,s.i.,s.i.,LC
Sisyrinchium rambonis,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Sloanea dubia,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Sloanea erismoides,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Sloanea obtusifolia,EN,s.i.,EN,EN,s.i.,EN,EN
Sloanea petalata,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Smallanthus araucariophilus,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Smallanthus riograndensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Smilax japicanga,s.i.,NT,VU,VU,s.i.,s.i.,NT
Smilax lappacea,EN,s.i.,EX,EX,s.i.,EN,EN
Smilax lutescens,EN,s.i.,EX,EX,s.i.,EN,EN
Smilax muscosa,VU,s.i.,EX,EX,s.i.,VU,VU
Smilax spicata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Smilax subsessiliflora,EN,s.i.,EX,EX,s.i.,EN,EN
Solanum arenarium,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Solanum bahianum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Solanum gertii,s.i.,NT,s.i.,s.i.,s.i.,s.i.,NT
Solanum graveolens,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Solanum hasslerianum,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Solanum jabrense,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Solanum ovum-fringillae,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Solanum paralum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Solanum pinetorum,s.i.,NT,s.i.,s.i.,s.i.,s.i.,NT
Solanum reitzii,s.i.,NT,s.i.,s.i.,s.i.,s.i.,NT
Solanum restingae,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Solanum santosii,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Solanum spissifolium,CR,s.i.,EX,EX,CR,CR,CR
Solanum violifolium,s.i.,NE,s.i.,s.i.,s.i.,s.i.,s.i.
Solanum viscosissimum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Solanum warmingii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Sorghastrum stipoides,s.i.,LC,EX,EX,s.i.,s.i.,LC
Southbya organensis,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Spananthe paniculata,s.i.,LC,EX,EX,s.i.,s.i.,LC
Sparattosperma catingae,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Specklinia gomesferreirae,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Sphaerorrhiza burchellii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Sphagnum amoenum,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Spigelia aceifolia,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Spigelia amplexicaulis,EN,s.i.,EW,EW,s.i.,EN,EN
Spigelia cipoensis,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Spigelia flava,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Spigelia hatschbachii,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Spigelia kleinii,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Spigelia kuhlmannii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Spigelia lundiana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Spigelia reitzii,EN,s.i.,EN,EN,s.i.,EN,EN
Spigelia vestita,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Spiranthera atlantica,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Spondias expeditionaria,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Sporobolus adustus,s.i.,LC,CR,CR,s.i.,s.i.,LC
Sporobolus apiculatus,EN,s.i.,EN,EN,s.i.,EN,EN
Stachytarpheta almasensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Stachytarpheta procumbens,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Stachytarpheta radlkoferiana,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Staelia hatschbachii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Standleya kuhlmanni,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Stanhopea insignis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Stanhopea lietzei,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Staurogyne brachiata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Staurogyne carvalhoi,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Staurogyne elegans,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Staurogyne itatiaiae,EN,s.i.,EN,EN,s.i.,EN,EN
Staurogyne vauthieriana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Staurogyne veronicifolia,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Staurogyne warmingiana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Steinchisma spathellosum,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Stemodia foliosa,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Stemodia harleyi,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Stemodia hyptoides,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Stenachaenium macrocephalum,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Stenandrium diphyllum,s.i.,LC,EX,EX,s.i.,s.i.,LC
Stenandrium diphyllum,s.i.,LC,s.i.,EX,s.i.,s.i.,LC
Stenandrium hatschbachii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Stenandrium mandioccanum,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Stenandrium stenophyllum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Stenocephalum monticola,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Stenogrammitis limula,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Stenogrammitis pumila,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Stenopadus aracaensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Stenopadus talaumifolius,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Stenophalium eriodes,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Stenospermation ulei,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Stenostephanus lobeliiformis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Stephanopodium engleri,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Stephanopodium magnifolium,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Sterculia albidiflora,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Sterculia rigidifolia,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Sterigmapetalum plumbeum,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Stevia alternifolia,s.i.,NT,EX,EX,s.i.,s.i.,NT
Stevia catharinensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Stevia hilarii,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Stevia leptophylla,EN,s.i.,EN,EN,s.i.,EN,EN
Stevia pohliana,s.i.,NT,EX,EX,s.i.,s.i.,NT
Stevia riedelii,s.i.,s.i.,s.i.,EN,s.i.,s.i.,s.i.
Stevia riedelli,EN,s.i.,EN,s.i.,s.i.,EN,EN
Stevia selloi,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Steyermarkina dispalata,VU,s.i.,EX,EX,s.i.,VU,VU
Stifftia fruticosa,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Stifftia parviflora,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Stigmaphyllon bradei,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Stigmaphyllon carautae,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Stigmaphyllon crenatum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Stigmaphyllon glabrum,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Stigmaphyllon harleyi,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Stigmaphyllon hatschbachii,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Stigmaphyllon macedoanum,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Stigmaphyllon mattogrossense,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Stigmaphyllon vitifolium,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Stigmatodon apparicianus,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Stigmatodon belloi,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Stigmatodon croceanus,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Stigmatodon gastinianus,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Stigmatodon goniorachis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Stigmatodon plurifolius,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Stigmatosema hatschbachii,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Stilpnopappus cearensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Stilpnopappus semirianus,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Stilpnopappus suffruticosus,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Stomatanthes dentatus,s.i.,LC,VU,VU,s.i.,s.i.,LC
Stomatanthes dictyophyllus,s.i.,LC,EX,EX,s.i.,s.i.,LC
Stomatanthes loefgrenii,CR,s.i.,EN,EN,s.i.,CR,CR
Streblacanthus dubiosus,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Strophopappus bicolor,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Strophopappus ferrugineus,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Struthanthus marginatus,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Struthanthus taubatensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,EN
Strychnos gardneri,s.i.,LC,EX,EX,s.i.,s.i.,LC
Strychnos nigricans,s.i.,LC,EX,EX,s.i.,s.i.,LC
Strychnos rubiginosa,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Strychnos trinervis,s.i.,LC,VU,VU,s.i.,s.i.,LC
Stryphnodendron adstringens,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Stylosanthes nunoi,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Stylotrichium corymbosum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Stylotrichium edmundoi,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Stylotrichium glomeratum,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Stylotrichium sucrei,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Sucrea maculata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Sucrea sampaiana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Svitramia integerrima,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Svitramia minor,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Svitramia petiolata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Svitramia wurdackiana,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Swartzia acutifolia,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Swartzia capixabensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Swartzia coriaceifolia,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Swartzia glazioviana,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Swartzia linharensis,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Swartzia mangabalensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Swartzia oriximinaensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Swartzia rondoniensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Swietenia macrophylla,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Syagrus glaucescens,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Syagrus macrocarpa,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Syagrus mendanhensis,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Syagrus picrophylla,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Syagrus ruschiana,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Symphyopappus uncinatus,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Symplocos atlantica,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Symplocos corymboclados,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Symplocos itatiaiae,EN,s.i.,EN,EN,s.i.,EN,EN
Symplocos neglecta,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Symplocos organensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Symplocos rhamnifolia,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Symplocos rizzinii,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Syngonanthus caulescens,s.i.,NE,s.i.,s.i.,s.i.,s.i.,LC
Syngonanthus itambeensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Syngonanthus laricifolius,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Syngonanthus niger,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Syngonanthus widgrenianus,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Tabebuia cassinoides,EN,s.i.,EN,EN,s.i.,EN,EN
Tabernaemontana cumata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Taccarum peregrinum,s.i.,LC,VU,VU,s.i.,s.i.,LC
Tachigali beaurepairei,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Tachigali catingae,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Tachigali hypoleuca,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Tacinga braunii,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Tacinga funalis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Tacinga inamoena,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Tacinga saxatilis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,LC
Tacinga werneri,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Talisia angustifolia,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Talisia douradensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Talisia subalbens,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Tarenaya diffusa,s.i.,NA,EX,s.i.,s.i.,s.i.,s.i.
Temnadenia violacea,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Tephrosia sessiliflora,s.i.,LC,VU,VU,s.i.,s.i.,LC
Terminalia acuminata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Terminalia argentea,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Terminalia triflora,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Ternstroemia cuneifolia,VU,s.i.,EX,EX,s.i.,VU,VU
Terpsichore semihirsuta,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Terpsichore taxifolia,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Tetragastris occhionii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Tetrapollinia caerulescens,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Tetrapterys cordifolia,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Tetrapterys microphylla,s.i.,LC,VU,VU,s.i.,s.i.,LC
Tetrorchidium rubrivenium,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Thalia multiflora,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Thelypteris cutiataensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Thelypteris littoralis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Thelypteris montana,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Thelypteris multigemmifera,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Thelypteris novaeana,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Thelyschista ghillanyi,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Thesium aphyllum,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Thryallis brachystachys,s.i.,LC,EX,EX,s.i.,s.i.,LC
Thryallis laburnum,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Thryallis parviflora,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Thysanoglossa jordanensis,EN,s.i.,EN,EN,s.i.,EN,EN
Tibouchina aegopogon,s.i.,LC,EN,EN,s.i.,s.i.,LC
Tibouchina apparicioi,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Tibouchina bergiana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Tibouchina boudetii,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Tibouchina castellensis,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Tibouchina cinerea,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Tibouchina dusenii,s.i.,NT,s.i.,s.i.,s.i.,s.i.,NT
Tibouchina eichleri,s.i.,DD,EX,EX,s.i.,s.i.,DD
Tibouchina herincquiana,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Tibouchina itatiaiae,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Tibouchina kleinii,s.i.,NT,s.i.,s.i.,s.i.,s.i.,NT
Tibouchina minutiflora,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Tibouchina quartzophila,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Tibouchina riedeliana,EN,s.i.,EX,EX,s.i.,EN,EN
Tibouchina schenckii,s.i.,NT,EX,EX,s.i.,s.i.,NT
Tibouchina serrana,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Tibouchina urvilleana,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Tibouchina versicolor,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Tillandsia afonsoana,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Tillandsia araujei,EN,s.i.,VU,VU,s.i.,EN,EN
Tillandsia brachyphylla,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Tillandsia crocata,EN,s.i.,VU,VU,s.i.,EN,EN
Tillandsia grazielae,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Tillandsia heubergeri,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Tillandsia itaubensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Tillandsia jonesii,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Tillandsia kautskyi,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Tillandsia linearis,s.i.,LC,VU,VU,s.i.,s.i.,LC
Tillandsia lorentziana,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Tillandsia montana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Tillandsia neglecta,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Tillandsia polystachia,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Tillandsia reclinata,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Tillandsia recurvifolia,s.i.,DD,VU,VU,s.i.,s.i.,DD
Tillandsia spiculosa,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Tillandsia sprengeliana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,NT
